,text
606,goedemorgen sinds vrijdag heb ik een luchtweginfectie deze was in combinatie met koorts en momenteel verkoudheid ik gebruik de ventolin diskus mijn vraag is de infectie besmettelijk en raad u mij aan ziek te melden bij voorbaat dank 
607,hallo medisch forum ik heb een witgeel bultje achterin mijn keel het zit er al enkele weken ik ga vandaag waarschijnlijk naar de dokter heeft iemand enig idee wat dit zou kunnen zijn of waar het op lijkt mijn symptomen zijn de laatste weken een droge keel en een verstopte neus afbeelding 
608,hallo allemaal ik heb al langer dan twee weken erge keelpijn de klieren in mijn hals zijn ook wat dikker en pijnlijk heeft er iemand tips om de pijn in de keel wat te verzachten alvast bedankt 
609,hallo ik heb een knakgevoel in de keel plots bij slikkenâ het gaat over dit topic ik plaats het hierop omdat het dokter forum het niet helemaal doet bij mij 
610,hallo ik heb sinds vrijdag last van me keel voelt heel dik en benauwd slikken doet niet zeer maar voelt wel hele tijd taai slijm weinig eetlust praten word ik vermoeid van iemand een idee
611,brandene pijn onder in de keel regio strottenhoofd ik ben 73 jaar en rook deze pijn duurt al meer dan een week 
612,hallo komt keelkanker ook voor bij jonge mensen ik heb al een tijdje het gevoel dat er een brok in mijn keek zit die als ik slik niet weg ga ook heb ik soms last van slijm in de keel ik rook wel 
613,hoi hoi ik heb als mijn weerstand slecht is bijv ongesteld zijn vaak kloven in mijn mond en geheemelte het is zo pijnlijk ik kan bijna niet eten omdat dat erdan steeds tegenaan gaat ik ben er echt ziek van koorts enz weet iemand wat er tegen helpt 
614,ik heb al een aantal dagen last van een borrelgeluid in mijn keel valt te vergelijken met een fles bruis wat is dit 
615,ik heb de laatste dagen last van een beetje pijnlijke tong heb niks gegeten wat scherp of zout was gebruik geen medicijnen en verder is er niets bijzonders aan de tong te zien wat kan het zijn wat kan ik er eventueel aan doen 
616,ik heb geen huig niet dat ik daar last van heb maar net daaronder op de tong keel heb ik bultjes het doet geen pijn het is niet wit en het zijn geen blaasjes ik heb hier door het gevoel dat ik nog eten in m mijn keel heb wat kan dat zijn 
617,geen amandelen meer het bultje drukt op de slokdarm vervelend
618,ik heb nu al een paar weken last dat ik zonder reden ga kokhalzen het gebeurd ook vaak als ik wat wil eten dat ik het gewoon niet binnen krijg of als ik bijvoorbeeld een sigaret aan steek en de eerste hijs neem moet ik ook kokhalzen wat kan ik er tegen doen om het te stoppen 
619,ik heb nu ruim 3 en een halve dag last van mijn keel en stem sinds gisteren kan ik nauwelijks praten ik heb al strepsils siropen en ibuprofen gebruikt hoe kan ik er voor zorgen dat ik mijn stem weer terug krijg 
620,ik heb regelmatig last van ontstoken keelamandelen ik heb op internet gelezen dat dit tegenwoordig ook met een laserbehandeling verholpen kan worden heeft iemand hier ervaring mee of kan hier meer over vertellen bvd
621,ik heb regelmatig last van ontstoken keelamandelen ik heb op internet gelezen dat dit tegenwoordig ook met een laserbehandeling verholpen kan worden heeft iemand hier ervaring mee of kan hier meer over vertellen bvd ik heb net een walnoot gegeten en ben nu hees en keel geã rriteerd en opgezette lippen
622,ik heb sinds 1 5 maand last van een prop in een keel ben er mee naar de dokter geweest en die zegt dat het vanzelf over gaat toch heb ik er na het gesprek met de dokter nog steeds last van daarnaast heb ik ook dat als ik met mijn hoofd op een kussen lig of wat anders dat mijn hoofd dan heel erg klopt op het ritme van mij hart is dat normaal of moet ik daarmee naar de dokter gr daan
623,ik heb sinds een paar maanden het gevoel dat ik dikke amandelen heb het irtiteerd niet zo erg maar is toch ook wel vervelend
624,ik heb sinds een paar dagen last van mijn keel toen ik ernaar ging kijken ontdekte ik een gaatje achterin mijn mond ongeveer maast mijn huig moet ik hiermee naar de huisarts of moet ik dit gewoon laten ik hoop dat u mij kunt helpen 
625,mijn huig plakt vast aan de rechter zijde van mijn keel tussen mijn huig en keel zit een wit vlekje wat kan de oorzaak zijn dat mijn huig vastplakt aan mn keel eneen witte vlek ertussen zit 
626,mijn zoon van 23 heft sinds paar jaren laast van terugkerende keelpijn soms duurt het 3 4 dagen met kleine koort maar soms 1 tot 2 weken last van pijn and hoge koorts mijn zorg vooral dat hij geregeld 1 keer per maand ziek is 
627,na een aanhoudende verkoudheid met keelpijn die zo n acht weken geleden begon ben ik nu wel van de verkoudheid af maar de keelpijn blijft ik heb geen koorts en weinig last maar de keelpijn is vervelend bij slikken met eten heb ik geen last misschien toch een keelontsteking 
628,sinds enkele dagen erge keelpijn straalt ook een naar een oor aan de linkerkant in de keel is het ook dikker op de foto niet te zien verder lichte verhoging 38 0 is dit gewoon irritatie of een keelontsteking attachments image jpeg
629,uitslag op de tong en een vieze smaak in de mond alles wat ik eet of drink smaakt niet 
630,hallo heb sinds twee weken hardnekkige blaasjes in keel volgens huisarts virus maar wil nog niet echt genezen daarbij loopt er heel veel groen wit slijm van boven naar beneden iemand een suggestie ben wel bekend met holte problemen maar dit voelt anders aan mvg arno
631,hallo ik heb last van mijn keel maar ik moet niet hoesten ofzo kan het een keelontsteking zijn ik heb het al een tijdje
632,hoi ik heb nu al 3 weken last van mn keel strottenhoofd het is net of hij dicht word gekneppen en of er een brok eten in zit en daarbij heb ik nu al 2 dagen pijnlijke steken vlak bij de amandelen weet iemand mischien wat dit is en hoe ik er vanaf kom bvd groetjes
633,hoi heb nu al meer als een maand elke dag keelpijn me man zegt dat het rood is wat kan het zijn maak me wel zorgen moet ik er mee naar de huisarts of toch nog afwachten
634,ik heb last van schimmelinfectie aan mijn stembanden ik zing veel is dit ernstig 
635,ik heb sinds een dag of 5 last van mijn keel vooral smorgens nu word de keel wat minder maar ik heb nu allemaal kleine witte spikkels op mijn tong het voelt niet prettig maar als ik iets eet dan is het heel branderig 
636,sinds 3 dagen hebben ik last van mijn linkerbovenarm als ik hem in bepaalde houdingen heb dit begon eerst met pijn in mijn linkerborst en daarna trok het naar mijn arm ik ben net 2 weken gestopt met roken misschien dat dat er wat mee te maken heeft ik ben 19 jaar en slikt geen medicijnen
637,ik ben op vakantie in spanje ik heb al 4dagen last van griepachtige verschijnselen koorts en een rode kring plek om mijn been wat kan ik het beste doen omdat ik in het buitenland ben 
638,ik krijg net een kopstoot van mijn zoontje van 1 jaar precies op het bot onder mijn oog het deed echt best pijn nu al wat minder zou ik ermee na de dokter moeten of zou het niets kwalijks zijn 
639,al een aantal weken heb ik een opgezette buik voelt hard aan en ook alsof er veel lucht of iets dergelijks inzit verder heb ik hevige pijn wat in de buurt komt van weeen ik kan niet plaatsen uit welk gedeelte van de buik de pijn wegkomt de pijn komt en gaat wat zou dit kunnen zijn 
640,beeetje buikpijn alles wat ik eet wordt erna misselijk
641,beste ik heb een paar weken geleden tijdens het voetballen een voetbal tegen mijn teelballen gekregen ik heb sindsdien pijn in mijn onderbuik gaat dit vanzelf weg of wijst het op een ernstig probleem alvast bedankt
642,buikpijn de heletijd door pijn komt voor als krampen in de gehele buik en onderbuik met hoge koorts en de heledag al aan de gang bekend met de chronische ziekte fmf en dermoietcyste pijnstillers genomen maar geen werking
643,de laatste tijd heb ik af een toe buikpijn ik hoef dan meestal niet te poepen maar is wel een buikpijn als of ik moet poepen verder heb ik geen pijn in me buik als ik er op druk 
644,goedenavond ik ben bang van een bacteriã le besmetting in mijn darmen mijn buik is opgeblazen pijn rond navel en ook bij staan en lopen verstopping en geen eetlust gisteren avond had ik hoge koorts van 39 2 vandaag heb ik alleen verhoging wat kan dit zijn 
645,had maandag iets verkeerds gegeten en ben de volgende dag met maagkrampen opgestaan had buscopan genomen en vandaag was ik fit vanavond had ik nog spinazie met puree gegeten en weer krijg ik maagkramp tot aan rechterlong waarom zelfs de long dat snap ik niet 
646,hallo ik heb sinds mijn zwangerschap 3 jaar geleden erge maag klachten aan over gehouden en heb best veel klachten ik slik wel iedere dag omeprazol en vorig jaar al maag onderzoek gehad gastroscopie maar ik blijf er last van houden
647,hallo ik heb sinds vanmiddag in eens last van steken in maag en steken in onderbuik ik ben wel bekend met prikkelbaredarmsyndroom
648,hallo mijn vrindin heeft sinds een paardagen last van hevige pijn in haar buik we denken zelf aan een onsteking van de blindedarm maar hoe kun je dat zelf onderzoeken 
649,hallo ik heb asl sinds een paar dagen heel erg last van een pijn tussen mijn navel en borts dus dat ding ogeveer midden dat zachte deel dat je kunt indrukken het doet soms heel erg pijn en soms gewoon heelemaal niet aub suggesties wat het kan zijn 
650,hallo ik heb een vraag heb al meer dan een jaar een mirena spiraal en eigenlijk heb ik nooit klachten gehad maar heb nu krampen in mijn onderbuik en wat pijn bij het plassen kan dit gekomen zijn dat mijn vriend te diep bij mij is binnengekomen hoop op een antwoord 
651,hallo ik heb hele erge buikpijn het lijkt op ongesteldheids buikpijn maar ik ben niet ongesteld lopen gaat amper
652,hallo ik heb sinds 12 uur ongeveer pijn in mijn onderbuik en als ik wil staan of lopen doet het nog erger pijn ook heb ik soms het gevoel dat ik super erg naar de wc moet maar komt er niks uit ook heb ik zwarte donkere ontlasting gehad vandaag is het erg 
653,hallo sinds paar dagen last van maagpijn buikpijn rugklachten opboeren diarree af en toe en t gevoel steeds ontlasting te moeten hebben wat niet lukt dan â ben bij huisarts geweest heb maagtabletten helpen nietâ wat moet ik doen 
654,hallo al ongeveer een week heb ik af en toe stevig kramp in mijn onderbuik in de tussentijd probeer ik zwanger te raken ik ben al 6 dagen overtijd kan ik zwanger zijn hoort die krampen bij zwangerschap of is het wat anders 
655,hallo heb pijn in linkerzij als ik erop lig ook als ik moet niezen trekt gelukkig wel wat weg maar blijft zeuren ben nooit aan buik geopereerd wel opgezette buik denk zelf aan een buikbreuk huisarts kon niets zien of voelen wie heeft dit meer meegemaakt maak me zorgen en blijf last houden 
656,hallo sinds een tijdje heb ik best last van mijn buik beetje vage buikpijn zo nou niet echt pijn maar wel gevoelig beetje borreldende maag in mijn ontlasting zitten wat dunne draden slijm als het ware doorzichtig is het mijn ontlasting is vrij zacht 
657,heb last van me onder buik en heb 37 5 koorts en ben misselijk heb ik dan blinde darm ontsteking of heeft het met me darmen te maken
658,hey hallo ik vraag mij af of er veel mensen zijn die zeurende steken links onder in de buik hebben zo ja hoe lang duurt het bij jullie voordat het over gaat groetjes
659,hoi ik heb al paar dagen last van een opgezette buik en ook merkte ik straks met afvegen na ontlasting dat er slijm op het papier zat ik heb ook best veel buikpijn heeft dat met pds te maken ofzo 
660,hoi heb al paar dagen zuurende en prikkelende pijn in mijn onderbuik het pijn is meestal wel in het midden maar helemaal onder kant gaat niet over met pijnstillen wat zou dat kunnen zijn is het nodig om een afspraak in te plannen met huisarts 
661,hoi ik heb sinds een week vage buikpijn en rugpijn heb 2 weken geleden mijn menstruatie gehad dus daar heeft het niets mee te maken heb dit nog nooit eerder gehad herkend iemand dit moet ik hier mee naar de ha 
662,hoi pijn 2cm boven mijn navel meer rechts als in het midden als ik erop druk wordt het echt scherp kan dit wijzen op een prikkelbare darm of heeft dit ergens ander mee te maken hoop dat iemand me enig antwoord kan geven mijn dank 
663,i am postmenopausal 57 yrs old and have period like pain pain in my right side and a pulse of 110 i have emptied my bowels and taken paracetamol to no effect no discharge although i have had some in the past should i go to a doctor 
664,ik heb 2 kinderen en sinds kort heb ik constante buikpijn en na het vrijen beetje bloedverlies en soms doet het ook pijn tijdens het vrijen ik heb nu af en toe ook bruine afscheiding heb vndaag uitstrijkje gehad en ga over 4 weken naar de gynacoloog wat kan het zijn
665,ik ben 22 jaar 181cm lang weeg 62kg ik werd vanmorgen wakker met pijn in mijn darmen maag het voelt aan als een blok beton in mijn darmen wat kan ik hier tegen doen 
666,ik ben een meid van 20 ik heb al 3 dagen last van buikpijn en moet constant naar de wc ik heb zwarte ontlasting
667,ik ben een vrouw van 49 jaar en ik heb al 13 jaar geen baarmoeder meer die is verwijderd vanwege vleesbomen vanaf die tijd heb ik buikpijn en vooral na het eten het is net alsof ik heel veel eet en mijn ontlasting is sinds kort een dikke brij nog net geen diarree 
668,ik heb af en toe last van lichte steken in mijn onderbuik paar dagen geleden heb ik seks gehad met een condoom die over de datum was en nu een zwelling tussen grote en kleine schaamlippen die niet veel pijn doet maar wel af en toe gevoelig is 
669,ik heb al een tijdje pijn onder mijn ribben links wat zou het kunnen zijn 
670,ik heb al langere tijd last van mã jn buik vaak na het afvegen heb ik last van heel stug doorzichtig slijm op het toiletpapier sinds kort is het anders mijn ontlasting zag er vreemd uit en het slijm was oranje bruin rood van kleur wie kan mij vertellen wat ik mankeer 
671,ik heb al meerdere dagen last van een maag die als een steen voelt en precies kort van adem de dokter had mij spasmomen en pentazol geschreven weliswaar heb ik het nog niet genomenâ maar nu heb ik pijn zelfs tot aan mijn borst zou dit toch een probleem zijn van mijn hart 
672,ik heb de laatste tijd na het hardlopen 35 minuten vaak buikpijnklachten komt meestal na 2 tot 3 dagen opzetten is dit normaal en waarom heb ik dit pas na een paar dagen en niet direct na het hardlopen kan ik hier wat aan doen 
673,ik heb last van pijnlijke steken rechterzijde net onder de ribben wat zou dat kunnen zijn heb geen allergieã n verder gezond 
674,ik heb pijn aan de rechterkant van de buik waar ik last van heb
675,ik heb pijnsteken in mijn rechteronderbuik links van mijn heupbot voor de rest heb ik geen klachten of symptomen voor blindedarmontsteking wat kan dit nog meer zijn 
