;text
764;Mijn vrouw heeft al jaren VEEL last van inwendigen aanbeien ze is nu 80 jaar,wat is hier aan te doen?De elastiekjes methoden helpt maar even en de laatste keer heeft zij een darmbloeding hier van gekregen,en nu heeft ze er schrik van om weer met de elastiekjes behandeld te worden.
765;Om de paar maanden/weken heb ik helder rood bloed bij de ontlasting.ik eet onregelmatig en dat is mijn ontlasting ook.nu heb ik met mijn vinger in de anus ongeveer 6 cm een bobbel/verdikking gevoeld.wat kan dit zijn?
766;hallo,kan een scheurtje in anus zoveel bloeden en ook nog zo lang branden na 10 dagen nog vooral bij het zitten bij lopen geen last de hele dag door dus. heb zelf een scheurtje ontdekt in anus. Kan dit ook veroorzaak worden door een string dragen?
767;hoi ik heb een bultje op mijn anus echt op de kringspier maar geen last van.help? doet geen pijn ofzo. wat kan het zijn?
768;sinds 2 maanden reuk mijn anus naar vis, er is ook wat slijm.
769;toen ik naar het toillet geweest was zat er bij mijn onlasting allemaal zwarte velletjes. mijn ontlasting was wel een normale kleur. heb dit nog nooit gehad en heb daarnaast ook geen bijkomende klachten maar ben toch benieuwd wat dit is.
770;Al een geruime tijd heb ik vaak pijn in mijn rechter been. Het voelt alsof mijn been stijf is en het voelt als een brandende pijn. Wat zou dit kunnen zijn?
771;Ben 70 jaar ,heb vreselijke krampen in de kuiten en voeten ,is er een middel die dat een beetje kan verhelpen.
772;Bij het traplopen heb ik een stekende pijn in mijn rechterknie. Ook kan ik niet harder lopen dan normaal. Ben de 65 jarige leeftijd voorbij. Heb wel last van osteoporose
773;Bijna iedere avond heb ik last van een rusteloos been. Ik heb daar nog geen goede behandelmethode voor gevonden. Weet u raad?
774;De laatste tijd word ik â€˜s nachts vaak wakker van kuitkrampen (beide benen). Wat kan hiervan de oorzaak zijn? Ik lees online onschuldige oorzaken maar ook andere zoals MS, ALSâ€¦ Heb ook spiertrekkingen.
775;Gisteren plotseling pijn aan buitenkant van mijn linker bovenbeen. Bij drukken voelt spier / bot pijnlijk aan en ik kan geen spanning op spier verdragen door de pijn die dan veroorzaakt wordt. Ik ben niet gevallen of heb me ook niet gestoten. Wel een hogere hartslag!
776;Goedeavond allemaal Het doet verder geen pijn maar mijn bovenbeen kraakt zodra ik rondjes maak met mijn been. Ik ga nu weer beginnen met voetballen, maar weet niet wat het is kan iemand mij wat duidelijkheid geven?
777;Goeden dag ik heb al een tijdje een verdoofd gevoel boven mijn knie in mijn linker been wat zou dit kunnen zijn
778;Hallo Ik had een vraagje ik heb sinds paar dagen best last van mijn benen en voor namelijk onder benen en pijnlijke voeten Nu heb ik afgelopen woensdag wel wat meer gelopen maar normaal heb ik daar dan niet zo lang last van Wat zou dit kunnen zijn
779;Hallo heb gevochten en nu heb ik een stekende pijn in me heup. Als ik rechtopwil staan krijg ik een hevige steek en als ik teveel wil bewegen voel ik hem ook. Wat kan dit zijn?
780;Hallo, De laatste weken/maanden krijg ik altijd spierpijn in mijn bovenbeen na het trap(op)lopen. Heeft iemand enig idee hoe dit komt en wat er wellicht tegen gedaan kan worden? Het zijn btw alledaagse trappen. Mvg, Brian
781;Hallo, Mijn naam is Pasha en ik ben 14 jaar. Vandaag liep ik ongeveer 2 uur door de kou en regen. Toen ik eindelijk thuiskwam voelde ik een pijn schuin onder mijn knie. Ik deed mijn broek uit en een zwelling. Wat kan ik hier tegen doen? Ik kan mijn been niet uitrekken of buigen. Alvast bedankt!
782;"Hallo, ik heb nu voor ong. een half jaar ""last"" van spiertrekkingen. Het is meer irritant te noemen. Het is vooral in mijn bovenbenen te voelen. Dit is na mijn gevoel begonnen na het mountainbiken. Ik heb het idee dat dat er iets mee te maken heeft."
783;Hallo. Ik moet nu een week rust houden voor mijn knie lopen lukt amper tot niet. Maar de week is bijna om. Wat raden jullie aan? Hij is niet opgezet of blauw. Groetjes Patricia
784;Ik ben in maart dit jaar nogal hard van de trap afgevallen en sindsdien heb ik behoorlijke last van mijn lies. Ook is het opstaan soms lastig. Vriendelijke groet R.
785;Ik heb afgelopen tijd last van onrustige spieren in mij boven benen en onder benen.Zou dat misschien een te kort aan magnetnummer kunnen zijn?
786;Ik heb al een paar dagen last van mijn achillespees. Er zit een zwelling, deze voelt warm aan (is niet rood). Soms trekt pijn door naar zijkant knie. Vanavond heb ik een tenniswedstrijd. Is het verstandig deze te spelen? Of kan ik hiermee klachten verergeren.
787;Ik heb al maanden last van erge steken in me heup bil. Ze zijn soms zo erg of er Eem mes steekt. Is niet elke dag komt en gaat , wie herkent dit. Diana
788;Ik heb al meer dan een jaar een vervelend en irritant gevoel aan mijn linkerbeen. Dit heb ik als ik op de bank zit of in bed, maar alleen aan mijn linkerbeen. Niet als ik loop of sta. Het was in het begin af en toe en nu heb ik het elke dag in de avonduren.
789;Ik heb de laatste maand veel last van pijn in mijn bovenbeen . Het begon toen ik ging hardlopen en voelde ineens wat pijn in mijn knie. Dit is de laatste weken uitgestraald naar mijn lies en nu ook naar mijn heup/bil. Het is ook alleen maar als ik loop of ren. Wat zou dit kunnen zijn?
790;Ik heb een paar keer per jaar hele sterke pijn in mijn benen en vooral in mijn onder/ kuit/scheen been. Iemand een idee wat dit kan zijn? Ik ben trouwens een meisje van 16
791;Ik heb heel veel pijn in mijn lies en het is zo stekende pijn sommige zeiden dat het groeipijn is en ik kan er ook niet zo goed oplopen en ik weet niet goed of ik naar de dokter moet
792;Ik heb hielspoorklachten
793;Ik heb nu 2 dagen last van tintelingen steken en spierkloppingen in beide benen. Vandaag zo erg dat beide benen in zweten uitbraken. Moet ik mim zorgen maken?
794;Ik heb pijn in beide benen met steken in de voeten en soms in de handen. Zou dit te maken kunnen hebben met zenuwpijnen en zo ja hoe weet je dat?
795;Ik heb pijn in de voet ter hoogte van de wreef, iets opgezet en rood. Dit de derde dag en het wordt steeds erger.
796;Ik heb s nachts of s avonds wanneer ik in bed lig, last van een zeurende pijn in mijn rechter onderbeen. En het gevoel dat je je been moet bewegen. Links nergens last van. Wat zou dit kunnen zijn?
797;Ik heb sinds deze morgen heel erge tintelingen juist boven mijn knie en ook aan mijn knieschijf zelf ik heb ook veel pijn er aan weet iemand wat dit kan zijn?
798;Ik heb sinds een paar maanden een pijnlijke rode kleine teen, geen pusvorming en geen likdoorn irriteert en het verergert bij wandelingen
799;Ik heb sinds een week een stekende pijn in mijn rechterbeen. Het lijken wel weeÃ«n die komen en gaan. Wat zou de oorzaak kunnen zijn?
800;Ik heb twee dagen geleden mijn kuiten getraind en ze doen vanochtend ontzettend veel pijn. Ik heb wel eens spierpijn gehad maar dit is onverdraagbaar.
801;Ik wordt sinds een week of drie snachts wakker van een brandend gevoel in de boven benen.
802;Ik zit nu een week in de gips omdat er in mijn enkel een kleine afsplintering van een botje in mijn enkel is. Is een week genoeg daarvoor?
803;In mijn kuit zit een harde schijf van 4cm heel gevoelig bij staan en in het midden krijg ik felle steken heb ook daar spaarders zitten,wat kan dit zijn.
804;Kan mijn linker knie van een op ander moment niet meer strekken (bewegen zeer pijnlijk)
805;Krijg met regelmaat een vlammende pijn in rechterheup, alles verkrampt alsof 10000 volt door het lichaam gaat. Kan dan niet zitten of liggen van de pijn.Aanval duurt 30 minuten. Kan daarna weer alles doen. Leeftijd 72 jaar . Doe aan yoga en Pilates. Aanvallen sinds 3 maanden.
806;Laatste tijd continu last van de kuiten in beide benen en ook van mijn maag. is er een relatie tussen beide?
807;Mijn dochter heeft na voetbaltraining wat last van de hamstrings. Kan ze wel nog 2x een half uur fietsen naar school hiermee =
808;Mijn moeder heeft veel vocht en pijn in de benen en is erg benauwd, wat moeten we doen?
809;Mijn vriendin heeft last van een knakkend bot in haar knie al een paar dagen en ze krijgt er nu pijn aan wat kan ik er aan doen?
810;Mijn zoon is bijna 3. Hij kan op het ene moment niet meer op zijn rechter been staan of lopen. Het lijkt er ook op dat hij er door heen zakt. Heeft iemand hier ervaring mee? Hij heeft geen koorts.
811;Na het spelen van basketbal voelt mijn knie steeds warm aan en heb ik minstens 24 een vervelende pijn. Tijdens het sporten voel ik echter niets. Weet iemand wat deze pijn veroorzaakt ? H
812;Pijn aan de zijkant van de heup bij lopen, zitten en liggen. Uit foto's blijkt geen artrose. Voelt aan als pijn in het gewricht zelf.
813;Pijn in de lies bij het lopen
814;Pijn in rechterbeen bij het opstaan ochtend duurt ongeveer 45 min ik ben 57 jaar , vrouw.
815;Plotselinge stende pijn in enkels en onderbenen
816;Sinds vanmiddag steken en pijn in beide liezen. Continu staan en zitten lopen pijn. Niet kunnen bewegen. (Benen niet ver uit elkaar ) alsof het uitscheurd. Paracetamol werkt niet. Nog steeds last
817;Soms (1 of 3 x per maand) word ik in de nacht gewekt door kramp in 1 van mijn kuiten. Wat kan ik er aan doen om dit te verhelpen?
818;Tijdens hardlopen last van enkel gektregrn. Trekt door naar kuit en verder naar de heup. Kan niet meer hardlopen. Wandelen gaat moeizaam.
819;Vorige nacht kreeg ik ineens een ongelofelijke kramp aan mijn rechterkuit,bij het opstaan en heel de dag doet het pijn. Heb wel reflexspray opgezet maar doet nog pijn,ik zit wel heel de dag op mijn werk zou dat door dat komen?
820;Wie weet wat het kan betekenen als iemand die gezond is, veel sport, ineens last heeft van pijn en vermoeidheid in benen? Neuroloog kan niets vinden, bloedonderzoek wijst niks uit. Kan het stress en oververmoeidheid zijn?
821;al jaren lasten knie. rechtsonder knieschijf. Zeer pijnlijk. is dik en stijf. geeft veel pijn en ongemak. wat is uw advies
822;als ik ga rennen krijg ik heel veel last van mijn hak/hiel
823;heftige nachtelijke krampen in ben en voeten , gaat heel traag over
824;hoi sinds een week of 2 voel ik langs mijn knie schijf een hard knobbeltje dat wel los zit dat ik kan bewegen het is niet echt pijnlijk als je dat aan raakt heeft iemand hier ervaring mee wat dit kan zijn ? mvg
825;ik heb enkele weken een pijnlijke rechterenkel na het opstaan, trap af gaat dan zeer moeizaam, dit verdwijnt na even lopen. Ook na een tijdje zitten heb ik dit probleem. In het verleden heb ik deze enkel wel een paar keer verzwikt. Hardlopen is echter geen enkel probleem. Wat kan dit zijn ?
826;ik heb in beide benen dezelfde pijn. Volgens de rugspecialist komt het niet van uit de rug en ook de vaten zijn akkoord bevonden door de specialist. Waar komt de pijn vandaan ?
827;ik heb vaak last van pijn in me benen in de avond dan staan me benen met een straks gevoel en raar gevoel heb er enige tijd geleden ook last van gehad en is toen weg gegaan nu is het terug gekomen en erger en elke avond
828;ik wordt in de nacht 2 a 3 keer wakker van kramp in m,n kuiten maar ook boven op m,n voeten
829;pijn in rechter been. vooral de achterkant. van bil tot enkel. ervaart als zenuwpijn. s morgens bij opstaan is pijn niet te harden. Praktijk: rij dagelijks als taxichauffeur. dus veel zitwerk.
830;verveelde kriegelige onrust in de benen met name het linkerbeen.heb ervoor methadon gekregen dosis al twee maal verhoogd toch blijven de klachten?
831;Hallo ik heb een vriend die de afgelopen week al 5 keer spontaan een bloedneus heeft gehad. Is dit normaal of niet?
832;Mijn zoon van 15 jaar heeft al langer den een maand last van bloedneus uit zijn linker neusgat. Eerst om de dag, vandaag in de nacht en middag.Soms na het snuiten en soms zomaar. Waar kan dat door komen.Mijn zoon gebruikt geen medicatie. Alvast bedankt.
833;hevige bloedneus helemaal uit het niets reden tot paniek of?
834;10 dagen geleden ben ik gevallen met de fiets, door de gladheid van de bladeren. NU heb ik een grote schaafwond op mijn knie. Ik heb de wond goed schoongemaakt. DE wond blijft vochtig en er blijft pus uitkomen. de wond gaat ook meer pijn doen en heb steken in de knie. De wond/korst is rood en stukje zwart.
835;Een ontstoken cyste in het ziekenhuis laten verwijderen. Wond is diep en open en aan de randen gehecht, wat weer ontsteekt. Om de dag wordt de wond gereinigd, maar ik krijg graag een second opinion. Is dit okÃ©?
836;Had een infectie van een wondje aan mijn arm
837;Hallo, Ik ben een meisje van 13 en heb al een tijdje last van een snee rond mijn vagina. Het doet pijn als ik met toiletpapier afveeg na het plassen en als ik mijn benen spreid. Heeft iemand ervaring of tips? Ik zit er echt heel erg mee en het doet veel pijn. Alvast bedankt!
838;Heb sinds 2 weken een korst op een wond zitten op de knokkel van mijn vinger. De plek is erg gevoelig. Nu gaat de korst loszitten voor een deel maar onder de korst zit een gat (geen bloed). Moet ik de korst nu laten zitten of eraf halen? Hij valt er namelijk bijna af. Zie foto. Attachments: 2016 03 30 12.47.30.jpg
839;Ik heb 4 dagen geleden een bevrieswond/blaar aan me wijsvinger. Ik heb een bevries blaar/wond op me wijsvinger. Ik dacht dat je blaren moest open prikken maar dat moest juist niet. Maar kan dit kwaad en wat kan ik zelf doen om het herstel te versnellen. Alvast bedankt.
840;Ik heb afgelopen zaterdag perongeluk hard gebeten in de binnenkant van mijn mond, waardoor ik op 2 plekken 'wondjes' heb. Dit is erg gevoelig. Praten en eten gaat amper. Enig idee hoe snel dit zal helen en wat ik er eventueel aan kan doen?
841;Ik heb al sinds 12 weken een open wond aan mijn scheenbeen na een val in de kelder. 3x antibiotica helpt niet, ik heb geen suikerziekte en mijn aderen en arteries zijn gecontroleerd en zijn goed. Verder ben ik kerngezond.De heren en dames medici weten het niet meer. Iemand enig idee? Foto van de wond kan ik opsturen.
842;Ik heb al sinds 12 weken een open wond aan mijn scheenbeen na een val in de kelder. 3x antibiotica helpt niet, ik heb geen suikerziekte en mijn aderen en arteries zijn gecontroleerd en zijn goed. Verder ben ik kerngezond.De heren en dames medici weten het niet meer. Iemand enig idee? Foto van de wond kan ik opsturen. Mijn peuter van 3,5 jaar heeft een snee opgelopen in haar hoofd. Het is in het ziekenhuis geplakt. Wat kan ik nu nog doen?
843;Ik heb nou al zeker een week een wondje boven mijn enkel dat maar niet wil genezen, en ik heb er best wel last van. Heeft iemand tips voor me? Ik ben al een paar dagen bezig met pleisters met Creme Bioforce, maar het schiet maar niet op. Groetjes Sabine
844;Ik heb zo'n 3 weken geleden een snijwond aan mijn wijsvinger gehad ter hoogte van het middengewricht. Ik ben 58 jaar.en vrouw. Is inmiddels dicht maar doet van binnen soms nog pijn. Er is geen pusvoming, wel een verdikking aan de zijkant alsof het bot een klein beetje is gaan uitsteken en de genezen wond is van buiten rood. Wat kan ik het beste hieraan doen? Dank alvast!
845;Kan het kwaad als er via de nietjes in mijn buik veel wondvocht kom,as maandag gaan ze eruit
846;Mijn dochter is in 'waarschijnlijk' een takje gestapt. Er zit een snee in het midden van haar voet en er komt een wit bolletje uit.
847;Mijn dochter van 4 is op het schoolplein gevallen. Ze heeft een schaafwond op haar knie. Nu ontstaan er blaren met vocht/groen vocht (pus?). Als de blaren kapot zijn komt er wel een korst op maar het ziet er niet uit als normaal. Geirriteerd. Groen vocht. Wat kan ik doen? Groeten Sabine
848;Mijn peuter van 3,5 jaar heeft een snee opgelopen in haar hoofd. Het is in het ziekenhuis geplakt. Wat kan ik nu nog doen?
849;Mijn zoon valt net en heeft een snee achter het oor dat wijkt en waarbij het bindweefsel te zien is. Moet dat geplakt/gehecht?
